"NY|AA0001","Restaurant","107 West Restaurant","(212) 864-1555","NY","2787 Broadway  New York  NY 10025-2828 "
"NY|AA0002","Restaurant","10th Avenue Restaurant Deli","(212) 757-5345","NY","764 10th Ave  New York  NY 10019-5001 "
"NY|AA0003","Restaurant","124 Alexander Deli","(212) 222-8144","NY","3153 Broadway  New York  NY 10027-4139"
"NY|AA0004","Restaurant","12th Street Ale House","(212) 253-2323","NY","92 2nd Ave  New York  NY 10003-5707"
"NY|AA0005","Restaurant","1418 Kitchen Inc","(212) 794-1080","NY","1418 3rd Ave  New York  NY 10028-2204 "
"NY|AA0006","Restaurant","1420 Broadway Deli Inc","(212) 840-5088","NY","1420 Broadway  New York  NY 10018-3305 "
"NY|AA0007","Restaurant","14th Street Pizza Bagel Caf?","(646) 291-6201","NY","400 East 14th Street  Manhattan  NY 10009"
"NY|AA0008","Restaurant","151 Second Avenue Restaurant Inc","(212) 979-9511","NY","151 2nd Ave  New York  NY 10003-5700 "
"NY|AA0009","Restaurant","21 Club Banquet & Private Dining","(212) 582-7200","NY","21 W 52nd St  New York  NY 10019-6101"
"NY|AA0010","Restaurant","218 Restaurant Inc ","(212) 226-8039","NY","218 Grand St Frnt A  New York  NY 10013-4228"
"NY|AA0011","Restaurant","221 Clinton St LLC ","(201) 714-4204","NY","221 Clinton St  Hoboken  NJ 07030-2546 "
"NY|AA0012","Restaurant","268 W Forty Seven Restaurant Corp ","(212) 221-2672","NY","268 W 47th St  New York  NY 10036-1411 "
"NY|AA0013","Restaurant","285 Street Nicholas Street Deli ","(212) 865-0830","NY","285 Saint Nicholas Ave  New York  NY 10027-4807 "
"NY|AA0014","Restaurant","304 Harlem Gourmet Deli","(212) 860-3277","NY","304 Malcolm X Blvd  New York  NY 10027-4405 "
"NY|AA0015","Restaurant","31 Akura Incorporated","(212) 679-0888","NY","39 E 31st St Frnt 1  New York  NY 10016-0013 "
"NY|AA0016","Restaurant","360 Lounge ","(347) 365-4057","NY","360 Malcolm X Blvd  New York  NY 10027-3132 "
"NY|AA0017","Restaurant","476 Nine Avenue Restaurant Corp","(212) 904-1198","NY","476 9th Ave  New York  NY 10018-5603 "
"NY|AA0018","Restaurant","501 Grocery & Deli ","(212) 222-5404","NY","501 W 125th St  New York  NY 10027-3402 "
"NY|AA0019","Restaurant","53rd Street Gourmet Deli Inc ","(212) 974-3984","NY","1301 Avenue Of The Americas Frnt 2  New York  NY 10019-6058 "
"NY|AA0020","Restaurant","57 Napoli Pizza Evino ","(212) 750-4586","NY","0 E 57th St Fl 2  New York  NY 10022-2635 "
"NY|AA0021","Restaurant","59th Street Bridge Plaza LLC ","(718) 937-7338","NY","3020 Thomson Ave  Long Island City  NY 11101-3051 "
"NY|AA0022","Restaurant","69 Bayard Restaurant Corp","(212) 227-1173","NY","69 Bayard St  New York  NY 10013-4902"
"NY|AA0023","Restaurant","88 KTV Inc","(212) 925-1999","NY","97 Bowery  New York  NY 10002-4901"
"NY|AA0024","Restaurant","8th Avenue Deli","(212) 665-4542","NY","2268 Frederick Douglass Blvd  New York  NY 10027-6115"
"NY|AA0025","Restaurant","9 A Kitchen & Lounge","(917) 507-0000","NY","2331 12th Ave  New York  NY 10027-7332"
"NY|AA0026","Restaurant","A F D Contract Furniture","(212) 956-9117","NY","810 7th Ave Fl 2  New York  NY 10019-5851"
"NY|AA0027","Restaurant","A KI Sushi","(212) 628-8885","NY","1425 York Ave Frnt 1  New York  NY 10021-3198"
"NY|AA0028","Restaurant","A RI Rang Restaurant","(212) 967-5088","NY","32 W 32nd St  New York  NY 10001-3818"
"NY|AA0029","Restaurant","ABC Chinese Restaurant","(212) 346-9390","NY","34 Pell St Frnt 1  New York  NY 10013-5178"
"NY|AA0030","Restaurant","Abdou Kings Deli Inc","(212) 666-2586","NY","2407 Frederick Douglass Blvd  New York  NY 10027-1823"
"NY|AA0031","Restaurant","Abigael's On Broadway","(212) 575-2584","NY","1407 Broadway  New York  NY 10018-5100"
"NY|AA0032","Restaurant","Abitino Pizzeria & Restaurant","(212) 768-0043","NY","1435 Broadway  New York  NY 10018-1909"
"NY|AA0033","Restaurant","Abver Restaurant Corp","(212) 534-9163","NY","320 Malcolm X Blvd  New York  NY 10027-3702"
"NY|AA0034","Restaurant","Acappella Fine Northern Italian Cuisine","(212) 240-0163","NY","1 Hudson St  New York  NY 10013-3835"
"NY|AA0035","Restaurant","Accra Restaurant","(212) 932-7737","NY","2065 Adam Clayton Powell Jr Blvd  New York  NY 10027-4903 "
"NY|AA0036","Restaurant","Adad Inc","(212) 753-2300","NY","455 Main St  New York  NY 10044-0192"
"NY|AA0037","Restaurant","Adham Deli Grocery","(917) 507-4840","NY","2240 Adam Clayton Powell Jr Blvd Frnt 1  New York  NY 10027-7855"
"NY|AA0038","Restaurant","AER Restaurant","(646) 638-1300","NY","409 W 13th St  New York  NY 10014-1104"
"NY|AA0039","Restaurant","Ajanta India Restaurant","(212) 316-6776","NY","1237 Amsterdam Ave  New York  NY 10027-6603"
"NY|AA0040","Restaurant","Akram Restaurant Management Inc","(212) 431-3934","NY","129 Mulberry St  New York  NY 10013-5571 "
"NY|AA0041","Restaurant","Algonquin Hotel","(212) 840-6800","NY","59 W 44th St Between 5th & 6th Aves  New York  NY 10036"
"NY|AA0042","Restaurant","Aliada Restaurant","(718) 932-2240","NY","2919 Broadway  Long Island City  NY 11106-2954"
"NY|AA0043","Restaurant","Alias Restaurant","(212) 505-5011","NY","76 Clinton St  New York  NY 10002-3416"
"NY|AA0044","Restaurant","Alicart Inc","(212) 675-7722","NY","1501 Broadway Ste 515  New York  NY 10036-5505"
"NY|AA0045","Restaurant","Allen Street Restaurant Supply Inc","(212) 941-6688","NY","29 Allen St  New York  NY 10002-5343"
"NY|AA0046","Restaurant","Almond Restaurant","(212) 228-7557","NY","12 E 22nd St Frnt 1  New York  NY 10010-6162"
"NY|AA0047","Restaurant","Amarone Restaurant","(212) 245-6060","NY","686 9th Ave Frnt 1  New York  NY 10036-3654 "
"NY|AA0048","Restaurant","Amelia's Restaurant","(212) 925-5998","NY","110 Varick St  New York  NY 10013-1523"
"NY|AA0049","Restaurant","American Deli Inc","(212) 348-3018","NY","282 Malcolm X Blvd Frnt 2  New York  NY 10027-4906"
"NY|AA0050","Restaurant","Amore Deli Grocery","(212) 864-3880","NY","21 Convent Ave  New York  NY 10027-2610 "
"NY|AA0051","Restaurant","Amsterdam Caf?","(212) 665-1206","NY","1207 Amsterdam Ave  New York  NY 10027-7007 "
"NY|AA0052","Restaurant","Amsterdam One Stop Deli Corp","(212) 234-1348","NY","1437 Amsterdam Ave  New York  NY 10027-7407"
"NY|AA0053","Restaurant","Antonucci Restaurant","(212) 570-5100","NY","170 E 81st St  New York  NY 10028-1804"
"NY|AA0054","Restaurant","Apple Metro Inc","(212) 348-1712","NY","1 W 125th St  New York  NY 10027-4524"
"NY|AA0055","Restaurant","Apple Restaurant","(212) 473-8888","NY","17 Waverly Pl  New York  NY 10003-6760"
"NY|AA0056","Restaurant","Applebee's","(646) 783-6400","NY","1 W 125th St  New York  NY 10027-4524"
"NY|AA0057","Restaurant","Arata Japanese Restaurant Inc","(212) 371-8338","NY","1047 2nd Ave  New York  NY 10022-4009 "
"NY|AA0058","Restaurant","Arizona 206 Restaurant","(212) 838-0440","NY","206 E 60th St  New York  NY 10022-1463 "
"NY|AA0059","Restaurant","Arte Caf?","(212) 501-7014","NY","106 W 73rd St  New York  NY 10023-3001"
"NY|AA0060","Restaurant","Arte New York","(212) 837-1696","NY","873 Broadway Ste 202  New York  NY 10003-1235 "
"NY|AA0061","Restaurant","Arties Deli","(212) 579-5959","NY","2290 Broadway  New York  NY 10024-4902"
"NY|AA0062","Restaurant","Assary Deli Grocery","(212) 865-1095","NY","343 Saint Nicholas Ave  New York  NY 10027-7602 "
"NY|AA0063","Restaurant","Au Bon Gout Gourmet Deli","(212) 685-2727","NY","276 5th Ave  New York  NY 10001-4509"
"NY|AA0064","Restaurant","Auska Sushi Japanese Restaura NT","(212) 727-0888","NY","300 W 23rd St  New York  NY 10011-2210"
"NY|AA0065","Restaurant","Azal's Deli","(212) 234-2727","NY","2480 Frederick Douglass Blvd Frnt 1  New York  NY 10027-7700"
"NY|AA0066","Restaurant","B & D Halal Restaurant Corp","(212) 268-7602","NY","163 W 29th St  New York  NY 10001-5101"
"NY|AA0067","Restaurant","Bahari Restaurant","(718) 204-8968","NY","3114 Broadway  Astoria  NY 11106-2585"
"NY|AA0068","Restaurant","Barbetta Restaurant","(212) 246-9171","NY","321 W 46th St  New York  NY 10036-3810"
"NY|AA0069","Restaurant","Basera Indian Bistro Hells Kitchen","(646) 571-0355","NY","745 9th Ave  Btwn 50-51st Street  New York  NY 10019"
"NY|AA0070","Restaurant","Bayou","(212) 426-3800","NY","308 Malcolm X Blvd  New York  NY 10027-4405 "
"NY|AA0071","Restaurant","Becco Restaurant","(212) 397-7597","NY","355 W 46th St  New York  NY 10036-3810 "
"NY|AA0072","Restaurant","Bella Pizza","(800) 400-2721","NY","64 E 34th St  New York  NY 10016-4317"
"NY|AA0073","Restaurant","Belmora Pizza & Restaurant","(212) 935-2080","NY","139 E 57th St Frnt A  New York  NY 10022-2102"
"NY|AA0074","Restaurant","Berger Lampe","(212) 615-3100","NY","1 Penn Plz Ste 2032  New York  NY 10119-2000"
"NY|AA0075","Restaurant","Bettolona","(212) 749-1125","NY","3143 Broadway  New York  NY 10027-4102"
"NY|AA0076","Restaurant","Big Apple Deli Two","(212) 862-3145","NY","2445 Frederick Douglass Blvd  New York  NY 10027-7731"
"NY|AA0077","Restaurant","Big Arc Chicken","(212) 477-0091","NY","233 1st Ave Frnt A  New York  NY 10003-3755"
"NY|AA0078","Restaurant","Bill's Gay Nineties","(212) 355-0243","NY","57 E 54th St  New York  NY 10022-4206"
"NY|AA0079","Restaurant","Biricchino Northern Italian Restaurant","(212) 695-6690","NY","260 W 29th St  New York  NY 10001-5357 "
"NY|AA0080","Restaurant","Bistango Restaurant","(212) 725-8484","NY","415 3rd Ave  New York  NY 10016-8104"
